Unnamed: 0,year,Name of municipality,Number of inhabitants,Men,Women,Unmarried,Married,Separated,fine particles,ash particles,NO2,Households total,Households without children,Percentage of family house,Percentage of multiple dwelling units,Owner-occupied housing,Rental housing total,Average electricity consumption total,Average natural gas consumption total,Average per capita income, Low-income households,Passenger cars total
37379,2013,Kerkrade,14980,7570,7410,38.0,46.0,9.0,,1.01,19.35,7065,34.0,78.0,22.0,55.0,45.0,3300.0,1850.0,19.7,13.0,7800
37397,2013,Maastricht,17780,8415,9365,66.0,21.0,7.0,,1.26,26.05,12310,21.0,21.0,79.0,22.0,68.0,2550.0,1200.0,20.7,15.0,4895
37443,2013,Meerssen,7625,3720,3905,39.0,46.0,7.0,,0.96,19.67,3435,34.0,77.0,23.0,56.0,43.0,3400.0,1950.0,23.4,8.0,3765
37457,2013,Mook en Middelaar,6640,3290,3350,41.0,46.0,7.0,,0.79,18.35,2895,35.0,87.0,13.0,71.0,27.0,3700.0,2150.0,26.2,6.0,3650
37462,2013,Nederweert,1760,890,870,39.0,51.0,5.0,,0.91,22.78,745,37.0,86.0,14.0,73.0,27.0,3950.0,2150.0,22.5,,1020
37477,2013,Nuth,6420,3155,3260,39.0,46.0,8.0,,0.98,18.7,3000,36.0,72.0,28.0,57.0,43.0,3450.0,1900.0,21.7,9.0,3645
37490,2013,Roermond,9475,4655,4820,47.0,34.0,11.0,,1.02,22.72,5300,31.0,35.0,65.0,42.0,57.0,2800.0,1550.0,26.9,9.0,4760
37525,2013,Schinnen,6320,3140,3180,37.0,50.0,7.0,,0.93,18.94,2760,39.0,85.0,15.0,73.0,27.0,3800.0,2250.0,23.7,6.0,3645
37536,2013,Simpelveld,5555,2755,2805,36.0,49.0,7.0,,0.84,16.27,2555,37.0,75.0,25.0,56.0,40.0,3400.0,2100.0,22.0,8.0,3335
37545,2013,Stein,10955,5390,5565,35.0,51.0,7.0,,1.0,23.17,4995,38.0,81.0,19.0,65.0,34.0,3600.0,2050.0,21.9,6.0,5840
37558,2013,Vaals,2625,1335,1290,36.0,54.0,5.0,,0.76,13.22,1150,39.0,89.0,11.0,65.0,34.0,3650.0,2300.0,21.5,,1480
37568,2013,Venlo,4140,2060,2080,54.0,27.0,11.0,,1.0,23.23,2500,24.0,26.0,74.0,36.0,64.0,2650.0,1700.0,22.9,15.0,1650
37696,2013,Venray,28225,14015,14210,45.0,42.0,8.0,,0.79,19.55,12390,31.0,76.0,24.0,54.0,45.0,3400.0,1750.0,21.4,10.0,13335
37700,2013,Voerendaal,3180,1545,1635,38.0,46.0,7.0,,0.8,14.5,1370,35.0,88.0,12.0,54.0,45.0,3400.0,2000.0,21.0,,1540
37720,2013,Weert,6920,3520,3400,45.0,46.0,7.0,,0.75,16.16,2765,31.0,91.0,9.0,77.0,23.0,3700.0,1800.0,22.1,8.0,3240
37765,2013,Valkenburg aan de Geul,7745,3795,3950,40.0,42.0,10.0,,0.88,16.68,3855,31.0,54.0,46.0,47.0,52.0,3000.0,1750.0,22.5,12.0,3760
37797,2013,Lelystad,13505,6705,6805,46.0,39.0,10.0,,0.58,13.85,5990,28.0,81.0,19.0,59.0,41.0,3200.0,1700.0,17.9,16.0,5425
37831,2013,Horst aan de Maas,560,280,280,48.0,44.0,5.0,,0.72,17.17,215,33.0,99.0,1.0,83.0,17.0,4000.0,2100.0,21.1,,300
37883,2013,Oude IJsselstreek,13390,6665,6725,42.0,47.0,5.0,,0.76,16.64,5540,34.0,87.0,13.0,63.0,35.0,3450.0,1800.0,19.6,7.0,6405
37915,2013,Teylingen,15590,7695,7890,45.0,43.0,7.0,,0.8,20.98,6745,30.0,71.0,29.0,60.0,40.0,3250.0,1600.0,25.1,5.0,7420
37926,2013,Utrechtse Heuvelrug,9985,4720,5265,43.0,42.0,7.0,,0.75,17.17,4370,31.0,73.0,27.0,54.0,37.0,3500.0,2150.0,28.4,6.0,4900
37960,2013,Oost Gelre,12970,6545,6420,45.0,45.0,5.0,,0.69,15.34,5340,36.0,85.0,15.0,69.0,30.0,3500.0,1800.0,21.3,5.0,6370
38000,2013,Koggenland,5500,2760,2740,47.0,43.0,5.0,,0.57,13.67,2230,33.0,86.0,14.0,76.0,23.0,3500.0,1800.0,21.4,6.0,2705
38021,2013,Lansingerland,3225,1555,1670,40.0,47.0,6.0,,0.97,27.47,1365,32.0,83.0,17.0,65.0,35.0,3350.0,1800.0,23.1,,1565
38086,2013,Leudal,6480,3200,3280,41.0,46.0,6.0,,0.84,18.9,2725,36.0,80.0,20.0,71.0,28.0,3700.0,1950.0,22.8,6.0,3490
38109,2013,Maasgouw,7155,3555,3595,40.0,46.0,7.0,,1.0,22.81,3160,35.0,82.0,18.0,66.0,33.0,3600.0,2000.0,21.5,7.0,3845
38127,2013,Eemsmond,5605,2770,2835,42.0,43.0,7.0,,0.36,10.6,2470,33.0,78.0,22.0,50.0,49.0,3000.0,1950.0,17.9,11.0,2450
38161,2013,Gemert-Bakel,15840,7920,7920,45.0,44.0,6.0,,0.78,19.14,6600,33.0,85.0,15.0,61.0,39.0,3650.0,1800.0,20.8,7.0,7865
38185,2013,Halderberge,6400,3165,3235,38.0,50.0,5.0,,0.74,20.17,2625,37.0,89.0,11.0,67.0,32.0,3650.0,2050.0,22.5,,3520
38207,2013,Heeze-Leende,9645,4845,4800,40.0,49.0,5.0,,0.77,17.98,4035,36.0,92.0,8.0,71.0,28.0,3850.0,2100.0,25.2,5.0,5085
38219,2013,Laarbeek,10000,5050,4950,43.0,46.0,6.0,,0.93,22.34,4250,33.0,84.0,16.0,57.0,42.0,3550.0,1850.0,20.8,6.0,4990
38234,2013,De Marne,3320,1690,1625,42.0,44.0,7.0,,0.35,11.41,1500,34.0,95.0,5.0,72.0,28.0,2900.0,2100.0,19.1,9.0,1710
38270,2013,Reusel-De Mierden,8395,4270,4125,43.0,47.0,4.0,,0.76,18.07,3395,35.0,89.0,11.0,74.0,25.0,4000.0,1950.0,21.0,5.0,4440
38281,2013,Roerdalen,2395,1215,1180,40.0,45.0,9.0,,0.87,18.42,1055,35.0,92.0,8.0,69.0,30.0,3600.0,2150.0,20.3,,1295
38290,2013,Roosendaal,5760,2900,2860,44.0,37.0,10.0,,0.98,25.05,3360,29.0,42.0,58.0,52.0,47.0,2650.0,1600.0,24.6,11.0,2830
38348,2013,Schouwen-Duiveland,11030,5350,5680,40.0,45.0,8.0,,0.57,17.63,5055,35.0,83.0,17.0,54.0,46.0,3050.0,1600.0,22.2,8.0,5135
38409,2013,Aa en Hunze,3650,1760,1890,39.0,47.0,6.0,,0.43,11.24,1510,36.0,95.0,5.0,72.0,28.0,3650.0,2250.0,23.8,,1925
38481,2013,Borger-Odoorn,4855,2335,2520,36.0,48.0,7.0,,0.45,12.18,2215,39.0,86.0,14.0,62.0,37.0,3250.0,2100.0,21.8,8.0,2495
38555,2013,Cuijk,17265,8580,8680,44.0,43.0,8.0,,0.88,21.65,7545,32.0,76.0,24.0,54.0,45.0,3200.0,1650.0,20.5,9.0,8235
38578,2013,Landerd,7000,3565,3435,45.0,45.0,5.0,,0.85,21.27,2710,33.0,89.0,11.0,71.0,27.0,4150.0,2050.0,21.7,5.0,3780
38594,2013,De Wolden,6230,3030,3200,40.0,46.0,6.0,,0.51,12.97,2560,35.0,88.0,12.0,69.0,31.0,3600.0,2250.0,21.5,6.0,3290
38646,2013,Noord-Beveland,1875,925,945,37.0,48.0,10.0,,0.52,16.23,880,39.0,97.0,3.0,75.0,25.0,3100.0,1850.0,23.1,,1075
38662,2013,Wijdemeren,1240,620,620,44.0,42.0,10.0,,0.8,16.89,625,36.0,78.0,22.0,64.0,35.0,3300.0,2200.0,31.0,,760
38682,2013,Noordenveld,17450,8525,8925,40.0,47.0,6.0,,0.42,11.79,7740,36.0,85.0,15.0,63.0,37.0,3250.0,2100.0,21.6,7.0,8900
38727,2013,Twenterand,12875,6465,6410,43.0,47.0,4.0,,0.58,14.09,4850,30.0,86.0,14.0,62.0,36.0,3750.0,1950.0,19.2,6.0,6320
38764,2013,Westerveld,2800,1345,1455,37.0,49.0,6.0,,0.43,10.79,1230,37.0,93.0,7.0,67.0,32.0,3400.0,2150.0,21.3,,1440
38833,2013,Sint Anthonis,4880,2480,2405,42.0,47.0,5.0,,0.72,17.17,1950,37.0,90.0,10.0,72.0,28.0,3800.0,2100.0,22.6,,2560
38849,2013,Lingewaard,20270,10115,10155,43.0,47.0,5.0,,0.77,18.21,8090,33.0,89.0,11.0,69.0,30.0,3750.0,1900.0,22.5,6.0,10015
38875,2013,Cranendonck,9065,4535,4530,42.0,46.0,6.0,,0.8,17.38,3905,34.0,89.0,11.0,72.0,27.0,3750.0,1950.0,22.1,6.0,4970
38898,2013,Steenwijkerland,24760,12280,12480,43.0,44.0,7.0,,0.45,11.94,10945,33.0,81.0,19.0,54.0,45.0,3050.0,1850.0,19.9,9.0,11525
39016,2013,Moerdijk,13905,6870,7030,40.0,46.0,7.0,,0.81,22.28,6000,35.0,81.0,19.0,62.0,38.0,3400.0,1700.0,23.5,5.0,6895
39059,2013,Echt-Susteren,6085,2990,3095,38.0,47.0,8.0,,0.91,19.03,2675,34.0,85.0,15.0,61.0,39.0,3600.0,1900.0,22.3,7.0,3125
39151,2013,Sluis,2375,1135,1240,37.0,45.0,8.0,,0.59,17.44,1130,35.0,88.0,12.0,66.0,34.0,3000.0,1900.0,21.0,10.0,1225
39190,2013,Drimmelen,11900,5900,6000,39.0,50.0,5.0,,0.8,21.11,4985,37.0,87.0,13.0,64.0,36.0,3550.0,1800.0,22.2,4.0,6000
39212,2013,Bernheze,1580,835,745,45.0,48.0,3.0,,0.83,20.22,595,34.0,96.0,4.0,77.0,23.0,4400.0,2150.0,21.1,,810
39287,2013,Ferwerderadiel,4245,2145,2100,46.0,43.0,5.0,,0.34,11.17,1730,32.0,97.0,3.0,65.0,34.0,2750.0,1900.0,17.4,8.0,1970
39313,2013,Alphen-Chaam,4040,2065,1975,42.0,49.0,4.0,,0.75,18.66,1600,36.0,93.0,7.0,73.0,24.0,4000.0,2150.0,22.2,,2300
39326,2013,Bergeijk,10065,5065,5000,42.0,47.0,5.0,,0.78,17.52,4090,35.0,87.0,13.0,75.0,24.0,3900.0,2100.0,21.9,6.0,5295
39344,2013,Bladel,10280,5215,5065,44.0,45.0,5.0,,0.82,19.73,4175,35.0,82.0,18.0,69.0,31.0,3600.0,1850.0,21.8,5.0,5110
39359,2013,Gulpen-Wittem,4660,2310,2350,38.0,47.0,7.0,,0.79,14.32,2105,34.0,72.0,28.0,57.0,42.0,3400.0,2000.0,22.4,8.0,2395
39392,2013,Tynaarlo,7440,3565,3870,40.0,45.0,7.0,,0.45,12.1,3280,34.0,84.0,16.0,68.0,29.0,3250.0,2150.0,23.2,8.0,3840
39444,2013,Midden-Drenthe,11185,5540,5645,42.0,45.0,6.0,,0.46,12.34,4725,34.0,85.0,15.0,60.0,39.0,3350.0,2000.0,20.9,8.0,5275
39520,2013,Overbetuwe,21460,10540,10920,45.0,44.0,7.0,,0.89,20.91,8740,33.0,85.0,15.0,63.0,37.0,3400.0,1750.0,23.2,7.0,9965
39554,2013,Hof van Twente,8580,4235,4345,42.0,44.0,6.0,,0.69,15.72,3825,34.0,78.0,22.0,53.0,46.0,3200.0,2000.0,20.6,8.0,4175
39611,2013,Neder-Betuwe,11235,5590,5645,47.0,45.0,4.0,,0.84,20.59,3790,28.0,91.0,9.0,55.0,45.0,3650.0,2050.0,18.1,6.0,5140
39629,2013,Rijssen-Holten,7390,3565,3825,41.0,47.0,2.0,,0.73,16.81,3105,31.0,58.0,42.0,60.0,40.0,3050.0,1800.0,18.5,6.0,3285
39672,2013,Geldrop-Mierlo,28695,14180,14510,43.0,43.0,7.0,,0.95,23.6,12760,32.0,75.0,25.0,62.0,37.0,3350.0,1800.0,22.8,8.0,14245
39683,2013,Olst-Wijhe,5360,2655,2705,43.0,46.0,6.0,,0.59,13.97,2230,34.0,85.0,15.0,60.0,39.0,3300.0,1800.0,20.5,7.0,2465
39716,2013,Dinkelland,8895,4475,4420,43.0,47.0,4.0,,0.58,13.77,3630,33.0,87.0,13.0,65.0,35.0,3800.0,2350.0,20.5,6.0,4485
39771,2013,Westland,18125,8935,9195,44.0,45.0,5.0,,0.85,26.98,7635,32.0,66.0,34.0,64.0,35.0,3450.0,1550.0,23.4,7.0,9005
39855,2013,Midden-Delfland,11755,6000,5750,46.0,45.0,5.0,,0.93,27.85,4600,30.0,76.0,24.0,72.0,28.0,3450.0,1450.0,24.6,5.0,5030
39870,2013,Berkelland,10550,5305,5245,42.0,47.0,4.0,,0.61,14.42,4315,36.0,83.0,17.0,63.0,33.0,3350.0,1950.0,20.6,6.0,5415
39914,2013,Bronckhorst,8275,4150,4120,42.0,47.0,4.0,,0.65,14.84,3395,35.0,85.0,15.0,66.0,33.0,3750.0,2100.0,20.8,6.0,4355
39967,2013,Sittard-Geleen,5885,2910,2975,45.0,38.0,11.0,,1.09,23.77,2570,28.0,60.0,40.0,47.0,53.0,3250.0,800.0,20.8,13.0,2930
40004,2013,Kaag en Braassem,11380,5720,5660,45.0,45.0,5.0,,0.83,21.44,4670,32.0,79.0,21.0,59.0,40.0,3500.0,1650.0,23.5,5.0,5355
40031,2013,Dantumadiel,7075,3555,3520,43.0,48.0,4.0,,0.37,11.41,2840,33.0,93.0,7.0,65.0,34.0,2900.0,2100.0,17.3,9.0,3445
40050,2013,Zuidplas,3925,1920,2000,44.0,47.0,4.0,,0.82,23.46,1420,32.0,87.0,13.0,68.0,32.0,3800.0,1850.0,22.3,,1915
40109,2013,Peel en Maas,3035,1605,1425,47.0,46.0,4.0,,0.81,19.86,1105,35.0,95.0,5.0,74.0,25.0,4450.0,2250.0,19.2,,1575
40143,2013,Oldambt,18235,8780,9455,41.0,41.0,9.0,,0.45,11.47,8760,31.0,72.0,28.0,56.0,43.0,2950.0,2000.0,19.1,12.0,8595
40199,2013,Zwartewaterland,9545,4840,4705,46.0,48.0,2.0,,0.52,12.81,3250,27.0,88.0,12.0,72.0,28.0,3500.0,1950.0,18.2,6.0,3815
40236,2013,Súdwest-Fryslân,10140,4970,5170,45.0,42.0,6.0,,0.42,12.26,4455,32.0,81.0,19.0,57.0,43.0,2700.0,1800.0,19.1,9.0,4195
40489,2013,Bodegraven-Reeuwijk,5230,2535,2700,40.0,47.0,6.0,,0.76,17.4,2255,34.0,70.0,30.0,54.0,41.0,3100.0,1650.0,22.9,6.0,2275
40533,2013,Eijsden-Margraten,8725,4295,4425,39.0,49.0,6.0,,0.96,20.47,3580,36.0,86.0,14.0,68.0,32.0,3700.0,2050.0,23.2,5.0,4205
40575,2013,Stichtse Vecht,22675,11150,11520,45.0,43.0,8.0,,1.08,24.39,9480,29.0,80.0,20.0,65.0,35.0,3400.0,1450.0,23.5,6.0,10180
40703,2013,Menameradiel,6265,3155,3115,42.0,47.0,5.0,,0.38,11.13,2650,35.0,89.0,11.0,68.0,32.0,3100.0,1950.0,20.9,5.0,3185
40726,2013,Hollands Kroon,4245,2160,2085,48.0,44.0,5.0,,0.44,11.57,1715,31.0,92.0,8.0,70.0,29.0,3500.0,1850.0,21.0,7.0,2330
40782,2013,Leidschendam-Voorburg,4935,2310,2620,34.0,49.0,8.0,,0.87,23.73,2465,35.0,55.0,45.0,58.0,42.0,3150.0,1600.0,30.0,6.0,2385
40817,2013,Goeree-Overflakkee,1990,995,995,40.0,52.0,3.0,,0.53,15.82,795,35.0,92.0,8.0,66.0,31.0,3600.0,1900.0,24.4,,1060
40870,2013,Pijnacker-Nootdorp,22665,11285,11380,45.0,45.0,5.0,,1.06,29.56,9125,30.0,77.0,23.0,67.0,32.0,3450.0,1500.0,24.2,5.0,10230
40900,2013,Molenwaard,9490,4855,4630,45.0,47.0,4.0,,0.84,22.19,3400,31.0,89.0,11.0,55.0,45.0,3300.0,1650.0,19.4,4.0,3865
40931,2013,Montferland,13990,7000,6990,40.0,47.0,6.0,,0.8,17.0,6080,35.0,81.0,19.0,58.0,40.0,3400.0,1900.0,20.3,9.0,7190
40958,2013,Menterwolde,3770,1920,1850,42.0,46.0,7.0,,0.42,11.76,1585,35.0,97.0,3.0,65.0,34.0,3450.0,2200.0,20.6,7.0,2060
40977,2016,Appingedam,12000,5800,6200,,,,14.28,0.43,10.97,5595,,72.0,28.0,48.0,51.0,2550.0,1500.0,,,5310
40983,2016,Bedum,10430,5230,5200,,,,13.86,0.38,9.8,4350,,85.0,15.0,68.0,32.0,2720.0,1670.0,,,4845
40991,2016,Bellingwedde,4090,2075,2015,,,,14.18,0.4,9.92,1795,,94.0,6.0,70.0,28.0,3210.0,2020.0,,,2380
41021,2016,Ten Boer,5995,2950,3045,,,,13.75,0.41,10.51,2375,,89.0,11.0,76.0,24.0,2820.0,1690.0,,,2870
41033,2016,Delfzijl,16935,8390,8545,,,,13.8,0.41,11.31,8045,,70.0,30.0,55.0,43.0,2550.0,1490.0,,,7520
41059,2016,Groningen,22170,11635,10530,,,,15.54,0.71,19.76,17595,,16.0,84.0,17.0,78.0,2220.0,1170.0,,,4670
41226,2016,Grootegast,5350,2695,2660,,,,14.11,0.4,10.48,2130,,88.0,12.0,65.0,31.0,3090.0,1830.0,,,2750
41242,2016,Haren,17235,8160,9075,,,,13.85,0.49,13.13,7810,,75.0,25.0,68.0,32.0,2940.0,1930.0,,,8230
41256,2016,Hoogezand-Sappemeer,6690,3260,3430,,,,13.99,0.47,12.06,3555,,47.0,53.0,46.0,51.0,2420.0,1400.0,,,3100
41306,2016,Leek,10705,5145,5560,,,,13.86,0.41,10.65,4590,,84.0,16.0,56.0,43.0,2970.0,1680.0,,,5040
41332,2016,Loppersum,3595,1770,1825,,,,13.6,0.38,9.83,1590,,87.0,13.0,62.0,37.0,2730.0,1840.0,,,1765
41357,2016,Marum,7980,4090,3890,,,,14.04,0.41,10.98,3195,,91.0,9.0,70.0,30.0,3210.0,1850.0,,,4365
41374,2016,Almere,22135,10665,11470,,,,17.11,0.7,15.93,10280,,67.0,33.0,54.0,46.0,2950.0,1280.0,,,9110
41437,2016,Stadskanaal,19410,9490,9920,,,,13.91,0.43,10.72,9060,,72.0,28.0,54.0,43.0,2800.0,1610.0,,,9535
41467,2016,Slochteren,4485,2310,2175,,,,13.47,0.39,10.06,1975,,97.0,3.0,71.0,29.0,2980.0,1900.0,,,2635
41503,2016,Veendam,19825,9690,10135,,,,14.52,0.48,12.84,9115,,75.0,25.0,60.0,39.0,2720.0,1660.0,,,9640
41522,2016,Vlagtwedde,1845,905,940,,,,14.49,0.4,10.35,840,,94.0,6.0,78.0,21.0,3240.0,2060.0,,,1135
41567,2016,Zeewolde,22110,11360,10750,,,,17.4,0.64,15.25,9105,,86.0,14.0,67.0,32.0,3160.0,1070.0,,,13875
41576,2016,Winsum,7540,3690,3850,,,,13.84,0.39,9.99,3105,,91.0,9.0,68.0,32.0,2730.0,1590.0,,,3285
41598,2016,Zuidhorn,9810,4820,4990,,,,14.05,0.38,10.23,3810,,87.0,13.0,74.0,25.0,2950.0,1790.0,,,4410
41624,2016,Dongeradeel,12515,6080,6435,,,,14.66,0.37,10.23,5525,,82.0,18.0,52.0,47.0,2440.0,1500.0,,,5700
41727,2016,Achtkarspelen,12055,6145,5910,,,,14.42,0.38,10.33,4960,,90.0,10.0,63.0,36.0,2700.0,1680.0,,,5970
41751,2016,Ameland,3610,1790,1820,,,,14.88,0.28,8.08,1630,,82.0,18.0,66.0,28.0,3060.0,1840.0,,,1725
41758,2016,het Bildt,7065,3520,3545,,,,13.56,0.33,8.88,3020,,89.0,11.0,61.0,36.0,2500.0,1530.0,,,3470
41776,2016,Franekeradeel,9445,4605,4840,,,,14.21,0.39,11.16,4550,,78.0,22.0,57.0,42.0,2370.0,1470.0,,,4195
41827,2016,Harlingen,14685,7380,7305,,,,13.9,0.37,11.23,6900,,76.0,24.0,54.0,46.0,2520.0,1420.0,,,6130
41838,2016,Heerenveen,29095,14270,14825,,,,14.32,0.48,14.23,13665,,64.0,36.0,49.0,49.0,2530.0,1360.0,,,13185
41873,2016,Kollumerland en Nieuwkruisland,5515,2755,2760,,,,13.87,0.38,10.26,2355,,83.0,17.0,63.0,37.0,2530.0,1600.0,,,2660
41895,2016,Leeuwarden,5145,2775,2370,,,,15.24,0.62,18.4,3645,,14.0,86.0,15.0,81.0,1800.0,1080.0,,,1280
42056,2016,Leeuwarderadeel,8425,4185,4240,,,,13.93,0.34,9.54,3470,,91.0,9.0,73.0,26.0,2670.0,1550.0,,,4075
42071,2016,Ooststellingwerf,9860,4850,5010,,,,14.25,0.43,11.26,4465,,86.0,14.0,56.0,44.0,2630.0,1580.0,,,4750
42100,2016,Opsterland,7315,3570,3740,,,,14.3,0.43,11.54,3305,,80.0,20.0,57.0,40.0,2580.0,1510.0,,,3535
42137,2016,Schiermonnikoog,920,465,450,,,,14.52,0.27,7.4,505,,81.0,19.0,53.0,44.0,2920.0,1780.0,,,320
42139,2016,Smallingerland,44660,21915,22745,,,,14.48,0.51,14.62,20110,,75.0,25.0,55.0,43.0,2580.0,1450.0,,,20280
42169,2016,Terschelling,2580,1470,1110,,,,15.0,0.26,7.87,1510,,83.0,17.0,56.0,40.0,2660.0,1620.0,,,1015
42187,2016,Vlieland,1080,525,555,,,,15.37,0.26,7.6,575,,82.0,18.0,42.0,54.0,2920.0,1500.0,,,380
42189,2016,Weststellingwerf,12750,6230,6520,,,,14.43,0.46,13.06,5680,,81.0,19.0,51.0,49.0,2550.0,1480.0,,,5970
42265,2016,Assen,5820,2825,2995,,,,14.59,0.58,15.41,3380,,31.0,69.0,44.0,54.0,2300.0,1390.0,,,2715
42443,2016,Coevorden,14330,7050,7280,,,,15.64,0.52,13.23,6395,,78.0,22.0,58.0,40.0,2970.0,1510.0,,,6725
42540,2016,Emmen,3445,1775,1665,,,,14.68,0.43,11.1,1425,,96.0,4.0,65.0,33.0,3300.0,1980.0,,,1930
42679,2016,Hoogeveen,25025,12310,12715,,,,15.52,0.55,14.98,11935,,62.0,38.0,50.0,50.0,2670.0,1420.0,,,10960
42730,2016,Meppel,5820,2780,3035,,,,15.92,0.62,16.61,3140,,53.0,47.0,54.0,43.0,2480.0,1370.0,,,2715
42789,2016,Littenseradiel,3975,1985,1990,,,,14.21,0.37,10.4,1635,,92.0,8.0,70.0,30.0,2630.0,1610.0,,,1945
42858,2016,Almelo,5300,2570,2730,,,,17.45,0.74,18.07,3150,,31.0,69.0,28.0,71.0,2220.0,1040.0,,,2255
42937,2016,Borne,20180,10060,10120,,,,17.58,0.73,17.68,8525,,84.0,16.0,66.0,34.0,3260.0,1410.0,,,9900
42952,2016,Dalfsen,2610,1370,1240,,,,16.45,0.55,14.64,995,,91.0,10.0,76.0,23.0,4210.0,2300.0,,,1535
42988,2016,Deventer,7750,3835,3910,,,,18.18,0.87,22.74,4520,,32.0,68.0,37.0,62.0,2470.0,930.0,,,2960
43066,2016,Enschede,25040,12985,12050,,,,18.34,0.87,20.57,15205,,37.0,63.0,33.0,65.0,2550.0,1120.0,,,9030
43142,2016,Haaksbergen,17615,8775,8835,,,,17.39,0.69,15.81,7325,,87.0,13.0,66.0,31.0,3250.0,1580.0,,,8765
43178,2016,Hardenberg,545,275,270,,,,16.51,0.5,13.23,190,,92.0,8.0,89.0,11.0,4460.0,2330.0,,,310
43297,2016,Hellendoorn,4175,2020,2150,,,,16.52,0.59,14.12,1680,,92.0,8.0,70.0,30.0,3230.0,1780.0,,,2160
43343,2016,Hengelo,2825,1465,1355,,,,18.02,0.83,19.15,1525,,37.0,63.0,48.0,51.0,2680.0,1410.0,,,1160
43412,2016,Kampen,35715,17750,17965,,,,16.13,0.64,16.28,15250,,72.0,28.0,57.0,42.0,2720.0,1370.0,,,14305
43453,2016,Losser,13145,6500,6645,,,,17.16,0.69,15.52,5475,,83.0,17.0,65.0,32.0,3210.0,1670.0,,,6525
43468,2016,Noordoostpolder,25640,12660,12975,,,,14.91,0.49,12.96,10885,,80.0,20.0,60.0,38.0,2790.0,1350.0,,,12010
43540,2016,Oldenzaal,2345,1110,1235,,,,17.2,0.72,17.26,1400,,22.0,78.0,25.0,69.0,2440.0,1060.0,,,1070
43568,2016,Ommen,12290,6150,6140,,,,15.67,0.51,12.46,5355,,79.0,21.0,64.0,36.0,3040.0,1620.0,,,6170
43633,2016,Raalte,8480,4060,4420,,,,17.04,0.62,15.73,4045,,80.0,20.0,44.0,56.0,2610.0,1430.0,,,3725
43685,2016,Staphorst,8800,4455,4340,,,,15.76,0.52,14.19,2995,,86.0,14.0,71.0,28.0,3420.0,1810.0,,,4280
43715,2016,Tubbergen,6370,3145,3220,,,,17.34,0.53,12.73,2490,,74.0,26.0,62.0,35.0,3480.0,1630.0,,,3235
43738,2016,Urk,19985,10085,9900,,,,16.43,0.5,13.19,5940,,87.0,13.0,78.0,20.0,3540.0,1600.0,,,6495
43748,2016,Wierden,13230,6535,6695,,,,17.27,0.67,16.49,5320,,87.0,13.0,71.0,29.0,3190.0,1500.0,,,6505
43778,2016,Zwolle,3525,1765,1760,,,,17.14,0.77,21.73,2375,,19.0,81.0,31.0,65.0,2270.0,1220.0,,,1365
43880,2016,Rijnwaarden,8495,4200,4295,,,,17.64,0.76,16.29,3710,,86.0,14.0,60.0,39.0,3180.0,1440.0,,,4525
43900,2016,Aalten,4000,2060,1940,,,,19.54,0.75,16.0,1465,,80.0,20.0,86.0,13.0,4190.0,2070.0,,,2175
43933,2016,Apeldoorn,6465,3325,3135,,,,18.28,0.9,21.46,4120,,17.0,83.0,45.0,54.0,2530.0,990.0,,,2765
44040,2016,Arnhem,5110,2700,2405,,,,19.46,1.06,27.38,3650,,4.0,96.0,22.0,78.0,2260.0,1010.0,,,1750
44131,2016,Barneveld,32405,15950,16460,,,,20.78,0.72,17.28,12255,,75.0,25.0,63.0,35.0,3180.0,1430.0,,,14800
44183,2016,Beuningen,17125,8480,8640,,,,19.1,0.82,19.36,7220,,83.0,17.0,66.0,33.0,3300.0,1430.0,,,8725
44232,2016,Brummen,650,325,325,,,,16.73,0.62,14.05,250,,91.0,9.0,85.0,14.0,4370.0,2320.0,,,380
44286,2016,Buren,3625,1795,1830,,,,18.4,0.75,17.23,1470,,90.0,10.0,73.0,26.0,3470.0,1750.0,,,2070
44333,2016,Culemborg,27645,13730,13910,,,,18.43,0.78,17.11,11715,,74.0,26.0,61.0,37.0,2890.0,1140.0,,,12170
44341,2016,Doesburg,11335,5525,5810,,,,17.78,0.77,17.84,5200,,79.0,21.0,51.0,49.0,2830.0,1290.0,,,5505
44351,2016,Doetinchem,4145,2045,2100,,,,18.54,0.89,21.61,2275,,34.0,66.0,45.0,55.0,2630.0,1240.0,,,1960
44482,2016,Druten,12160,5980,6180,,,,18.95,0.81,20.26,4945,,79.0,21.0,61.0,38.0,3230.0,1400.0,,,6015
44500,2016,Duiven,5,0,0,,,,18.41,0.85,22.51,0,,,,,,,,,,345
44518,2016,Ede,9630,4625,5010,,,,19.23,0.89,21.01,5060,,39.0,61.0,61.0,37.0,2820.0,1390.0,,,4590
44600,2016,Elburg,12105,5925,6180,,,,16.26,0.58,14.53,4800,,84.0,16.0,61.0,38.0,3030.0,1460.0,,,5780
44617,2016,Epe,14460,7110,7350,,,,17.12,0.66,17.77,6405,,76.0,24.0,62.0,36.0,3150.0,1820.0,,,7715
44641,2016,Ermelo,25755,12770,12980,,,,17.62,0.67,16.49,10585,,77.0,23.0,61.0,37.0,3090.0,1610.0,,,12355
44657,2016,Geldermalsen,14575,7160,7415,,,,18.58,0.81,20.85,5745,,84.0,16.0,69.0,30.0,3330.0,1490.0,,,7015
44688,2016,Harderwijk,2305,1140,1165,,,,17.2,0.69,17.1,1330,,47.0,53.0,43.0,51.0,2460.0,1280.0,,,970
