Unnamed: 0,year,Name of municipality,Number of inhabitants,Men,Women,Unmarried,Married,Separated,fine particles,ash particles,NO2,Households total,Households without children,Percentage of family house,Percentage of multiple dwelling units,Owner-occupied housing,Rental housing total,Average electricity consumption total,Average natural gas consumption total,Average per capita income, Low-income households,Passenger cars total
20472,2015,Gorinchem,5465,2735,2730,,,,19.44,0.85,23.62,2990,,29.0,71.0,42.0,56.0,2460.0,1120.0,28.4,9.2,2340
20528,2015,Gouda,7355,3645,3705,,,,19.2,0.84,23.47,4025,,37.0,63.0,44.0,53.0,2690.0,1290.0,29.1,10.1,2545
20581,2015,'s-Gravenhage,7955,3935,4020,,,,18.1,0.71,20.63,4130,,20.0,80.0,58.0,40.0,2710.0,1390.0,33.4,6.9,3080
20709,2015,Hardinxveld-Giessendam,17795,8890,8900,,,,19.15,0.83,24.71,6855,,75.0,25.0,62.0,37.0,3100.0,1290.0,21.9,3.5,7995
20713,2015,Hellevoetsluis,4660,2260,2400,,,,17.11,0.59,17.78,2310,,61.0,39.0,49.0,51.0,3020.0,1190.0,26.9,6.7,2360
20751,2015,Hendrik-Ido-Ambacht,11205,5360,5845,,,,19.78,0.87,24.74,4625,,73.0,27.0,66.0,33.0,2940.0,1350.0,23.1,4.9,4940
20764,2015,Stede Broec,10690,5440,5245,,,,15.67,0.47,13.55,4490,,88.0,12.0,70.0,29.0,3120.0,1400.0,22.5,5.4,4770
20771,2015,Katwijk,13520,6790,6725,,,,18.19,0.7,19.24,5625,,47.0,53.0,59.0,41.0,2820.0,1060.0,21.7,6.7,4895
20804,2015,Krimpen aan den IJssel,28970,14010,14955,,,,18.89,0.8,22.74,12120,,72.0,28.0,59.0,41.0,3000.0,1310.0,24.4,5.1,12745
20810,2015,Leerdam,20565,10090,10475,,,,19.38,0.76,19.39,8380,,71.0,29.0,52.0,47.0,2990.0,1250.0,21.9,6.4,8760
20817,2015,Leiden,8580,4095,4485,,,,19.58,0.94,25.3,6410,,32.0,68.0,28.0,69.0,2360.0,1280.0,27.7,10.0,1825
20876,2015,Leiderdorp,14965,7130,7835,,,,18.99,0.87,23.94,7055,,51.0,49.0,57.0,43.0,2860.0,1140.0,27.3,5.7,7665
20892,2015,Lisse,405,210,195,,,,17.35,0.63,16.51,230,,83.0,17.0,63.0,37.0,4400.0,2460.0,23.4,5.3,210
20938,2015,Maassluis,2350,1155,1195,,,,18.24,0.7,23.32,1060,,61.0,39.0,65.0,35.0,2820.0,1230.0,25.1,5.8,1040
20959,2015,Nieuwkoop,11170,5625,5545,,,,17.96,0.65,16.27,4520,,88.0,12.0,70.0,30.0,3320.0,1480.0,25.8,3.6,5850
20986,2015,Noordwijk,17305,8725,8580,,,,17.47,0.64,17.09,7360,,67.0,33.0,64.0,36.0,3080.0,1530.0,26.9,4.9,7945
20996,2015,Noordwijkerhout,16060,8050,8005,,,,17.47,0.64,16.96,6800,,73.0,27.0,60.0,38.0,3220.0,1320.0,24.6,5.6,7575
21001,2015,Oegstgeest,22995,11045,11950,,,,17.93,0.78,21.93,10120,,64.0,36.0,70.0,28.0,3150.0,1250.0,34.2,4.3,10060
21013,2015,Oud-Beijerland,23675,11575,12095,,,,17.91,0.7,21.21,9710,,80.0,20.0,65.0,34.0,3210.0,1250.0,25.7,4.2,11445
21026,2015,Binnenmaas,3500,1770,1725,,,,18.12,0.76,22.91,1525,,92.0,8.0,71.0,29.0,3320.0,1420.0,27.1,3.8,2190
21067,2015,Korendijk,3825,1930,1890,,,,17.39,0.62,18.51,1420,,91.0,9.0,78.0,22.0,3360.0,1420.0,23.7,2.3,1835
21086,2015,Oudewater,730,355,375,,,,18.91,0.67,17.26,260,,99.0,1.0,76.0,24.0,3860.0,1780.0,23.1,3.4,345
21103,2015,Papendrecht,32185,15845,16340,,,,20.0,0.84,24.26,13900,,66.0,34.0,63.0,36.0,3030.0,1050.0,24.9,5.1,14995
21111,2015,Ridderkerk,4270,2095,2175,,,,19.41,0.9,27.01,2295,,28.0,72.0,40.0,60.0,2430.0,1010.0,22.2,10.3,1835
21133,2015,Rotterdam,32080,16660,15420,,,,20.93,1.13,33.88,20145,,1.0,99.0,29.0,69.0,2070.0,260.0,30.0,13.5,14180
21231,2015,Rijswijk,4605,2285,2315,,,,19.29,0.93,27.24,2020,,42.0,58.0,84.0,16.0,2960.0,1640.0,34.2,3.9,1940
21262,2015,Schiedam,1960,1025,930,,,,19.9,0.91,30.43,1065,,23.0,77.0,38.0,62.0,2240.0,1100.0,24.1,18.0,695
21318,2015,Sliedrecht,5630,2935,2690,,,,19.24,0.81,24.27,1935,,84.0,16.0,73.0,26.0,3290.0,1220.0,23.5,2.6,2300
21349,2015,Cromstrijen,8750,4340,4405,,,,17.01,0.61,16.96,3750,,84.0,16.0,66.0,34.0,3270.0,1330.0,27.0,3.6,4695
21358,2015,Albrandswaard,2690,1365,1325,,,,18.65,0.78,25.57,1040,,84.0,16.0,82.0,18.0,3670.0,1210.0,32.0,2.7,1325
21383,2015,Westvoorne,6165,3065,3100,,,,16.55,0.51,15.99,2820,,84.0,16.0,71.0,29.0,3410.0,1600.0,30.1,5.0,3535
21401,2015,Strijen,8715,4325,4385,,,,17.66,0.65,18.07,3735,,84.0,16.0,68.0,32.0,3210.0,1340.0,25.4,3.7,4625
21416,2015,Vianen,16155,7905,8245,,,,19.26,0.77,19.92,6770,,79.0,21.0,59.0,41.0,3110.0,1320.0,23.9,5.7,7505
21435,2015,Vlaardingen,15320,7550,7770,,,,19.58,0.89,28.51,7545,,32.0,68.0,51.0,48.0,2420.0,1090.0,22.2,9.8,5830
21476,2015,Voorschoten,25145,12120,13020,,,,18.2,0.75,22.04,10920,,65.0,35.0,63.0,35.0,3070.0,1340.0,30.5,5.1,11545
21488,2015,Waddinxveen,7475,3610,3860,,,,18.08,0.69,19.46,3270,,60.0,40.0,49.0,51.0,3010.0,1250.0,22.3,5.5,3225
21510,2015,Wassenaar,6620,3180,3435,,,,17.77,0.77,21.91,2885,,76.0,24.0,62.0,37.0,4780.0,3100.0,71.2,6.2,4180
21531,2015,Woerden,17370,8460,8910,,,,19.08,0.83,21.39,7815,,63.0,37.0,56.0,43.0,2740.0,1280.0,25.3,5.3,7280
21566,2015,Zoetermeer,20760,9855,10900,,,,19.12,0.89,26.2,10935,,27.0,73.0,40.0,60.0,2450.0,1000.0,23.2,10.1,8870
21594,2015,Zoeterwoude,5565,2765,2795,,,,18.48,0.76,23.13,2185,,73.0,27.0,73.0,24.0,3180.0,1310.0,26.7,3.4,2505
21608,2015,Zwijndrecht,9400,4280,5115,,,,19.53,0.91,26.47,4420,,44.0,56.0,45.0,53.0,2830.0,1280.0,24.4,5.8,4025
21717,2015,Borsele,11210,5585,5620,,,,16.09,0.52,15.54,4455,,89.0,11.0,69.0,31.0,2960.0,1360.0,22.9,4.1,5945
21723,2015,Goes,27300,13220,14075,,,,16.46,0.53,16.04,12785,,70.0,30.0,52.0,47.0,2690.0,1150.0,23.8,7.8,13130
21758,2015,West Maas en Waal,1625,815,810,,,,19.36,0.68,16.49,675,,94.0,6.0,74.0,25.0,3860.0,1890.0,23.5,4.8,960
21774,2015,Hulst,10695,5165,5525,,,,16.71,0.66,16.78,5050,,84.0,16.0,64.0,35.0,2800.0,1340.0,24.7,5.2,5835
21823,2015,Kapelle,9030,4460,4570,,,,16.27,0.56,17.17,3510,,90.0,10.0,75.0,23.0,2980.0,1350.0,23.7,3.3,4505
21829,2015,Middelburg,6745,3210,3535,,,,16.51,0.61,17.99,4030,,41.0,59.0,52.0,47.0,2330.0,1250.0,28.0,8.6,2965
21855,2015,Giessenlanden,3210,1615,1595,,,,18.96,0.72,18.84,1215,,91.0,9.0,77.0,23.0,3330.0,1470.0,23.3,2.3,1565
21886,2015,Reimerswaal,6760,3340,3420,,,,16.35,0.55,16.39,2700,,86.0,14.0,68.0,30.0,3040.0,1420.0,21.9,5.3,3225
21920,2015,Zederik,2655,1350,1305,,,,19.4,0.79,21.35,1070,,91.0,9.0,66.0,34.0,3370.0,1570.0,24.3,5.1,1470
21945,2015,Terneuzen,2665,1320,1340,,,,17.14,0.7,20.87,1660,,51.0,49.0,37.0,63.0,2300.0,1090.0,23.0,14.4,1190
21970,2015,Tholen,7675,3690,3985,,,,16.41,0.55,15.76,3065,,83.0,17.0,65.0,35.0,3030.0,1280.0,23.2,5.7,3515
21987,2015,Veere,1625,795,830,,,,15.38,0.44,13.75,685,,85.0,15.0,78.0,20.0,3090.0,1580.0,26.1,4.3,850
22031,2015,Vlissingen,7970,4160,3810,,,,16.82,0.65,19.46,5050,,32.0,68.0,42.0,55.0,2210.0,1080.0,22.8,14.5,3170
22079,2015,Lingewaal,3155,1550,1600,,,,18.94,0.71,17.9,1200,,91.0,9.0,67.0,33.0,3330.0,1410.0,23.2,4.3,1520
22091,2015,De Ronde Venen,995,495,495,,,,18.11,0.67,16.35,440,,85.0,15.0,72.0,28.0,3420.0,1550.0,29.1,3.9,490
22106,2015,Tytsjerksteradiel,10020,4910,5110,,,,14.35,0.37,10.52,4100,,81.0,19.0,62.0,34.0,2720.0,1460.0,20.7,7.5,4575
22139,2015,Aalburg,6250,3125,3125,,,,18.98,0.71,18.24,2255,,82.0,18.0,68.0,30.0,3720.0,1590.0,22.3,4.3,3160
22156,2015,Asten,12915,6560,6355,,,,20.76,0.74,20.47,5460,,83.0,17.0,68.0,32.0,3590.0,1500.0,23.2,5.6,6695
22169,2015,Baarle-Nassau,5420,2750,2665,,,,19.0,0.76,16.74,2395,,84.0,16.0,68.0,32.0,3500.0,1700.0,23.5,5.8,3150
22177,2015,Bergen op Zoom,13710,6750,6960,,,,17.97,0.76,20.96,7035,,52.0,48.0,48.0,51.0,2650.0,1150.0,25.5,8.6,6085
22216,2015,Best,28735,14415,14320,,,,20.34,0.84,21.6,11905,,80.0,20.0,73.0,27.0,3550.0,1480.0,26.1,4.4,14365
22232,2015,Boekel,8405,4280,4120,,,,19.93,0.68,16.82,3200,,85.0,15.0,73.0,24.0,3780.0,1660.0,21.8,4.2,4315
22240,2015,Boxmeer,12110,5910,6195,,,,20.04,0.77,19.28,5340,,75.0,25.0,55.0,44.0,3420.0,1320.0,23.8,7.0,5705
22272,2015,Boxtel,24300,12040,12255,,,,19.67,0.72,17.86,10725,,68.0,32.0,56.0,43.0,3100.0,1340.0,23.5,6.5,10795
22289,2015,Breda,14560,7330,7230,,,,19.44,0.97,25.62,9745,,14.0,86.0,30.0,69.0,2380.0,840.0,27.5,12.1,5395
22347,2015,Deurne,24420,12170,12250,,,,20.78,0.75,17.68,10215,,85.0,15.0,62.0,36.0,3510.0,1540.0,22.3,6.3,12005
22364,2015,Pekela,8105,4125,3980,,,,14.84,0.37,9.89,3495,,87.0,13.0,60.0,39.0,3020.0,1700.0,18.1,9.6,3980
22369,2015,Dongen,23065,11435,11625,,,,18.76,0.74,19.33,9685,,84.0,16.0,69.0,31.0,3350.0,1360.0,23.4,4.8,11615
22385,2015,Eersel,9805,4890,4910,,,,19.16,0.8,19.28,4255,,81.0,19.0,68.0,31.0,3390.0,1530.0,25.5,4.8,5410
22408,2015,Eindhoven,6780,3810,2970,,,,21.08,1.14,28.07,4810,,11.0,89.0,32.0,62.0,2420.0,720.0,36.5,8.7,4285
22536,2015,Etten-Leur,10420,5085,5335,,,,18.74,0.85,21.86,4700,,79.0,21.0,55.0,45.0,3000.0,1280.0,23.2,7.3,4950
22587,2015,Geertruidenberg,12540,6145,6390,,,,19.33,0.81,22.47,5310,,81.0,19.0,60.0,40.0,3250.0,1340.0,24.2,5.0,6350
22598,2015,Gilze en Rijen,16870,8410,8460,,,,18.76,0.77,20.86,7070,,83.0,17.0,61.0,38.0,3260.0,1280.0,23.2,6.3,8195
22608,2015,Goirle,1220,590,630,,,,19.06,0.8,20.07,640,,44.0,56.0,53.0,47.0,3360.0,1260.0,24.4,6.9,660
22648,2015,Grave,8715,4380,4330,,,,19.31,0.73,18.0,3820,,80.0,20.0,62.0,38.0,3060.0,1360.0,23.5,6.3,4450
22665,2015,Haaren,5495,2840,2655,,,,19.54,0.73,18.11,2255,,90.0,10.0,75.0,24.0,3800.0,1750.0,25.8,4.5,2960
22682,2015,Helmond,14345,7165,7175,,,,20.68,1.0,24.21,7480,,49.0,51.0,28.0,72.0,2590.0,1050.0,19.1,16.3,5515
22728,2015,'s-Hertogenbosch,12430,6180,6250,,,,22.01,1.06,25.66,8050,,16.0,84.0,32.0,65.0,2530.0,1130.0,32.7,11.4,5055
22856,2015,Heusden,18105,8990,9115,,,,19.43,0.8,20.14,7560,,83.0,17.0,66.0,33.0,3440.0,1400.0,24.1,5.5,9240
22882,2015,Hilvarenbeek,8475,4155,4315,,,,18.88,0.74,18.42,3545,,86.0,14.0,70.0,29.0,3510.0,1640.0,25.5,4.2,4480
22893,2015,Loon op Zand,10100,4980,5115,,,,19.11,0.75,19.41,4195,,83.0,17.0,59.0,41.0,3430.0,1380.0,22.2,5.6,5195
22929,2015,Mill en Sint Hubert,6055,3060,2990,,,,20.16,0.67,16.31,2535,,88.0,12.0,66.0,31.0,3650.0,1650.0,21.7,5.3,3445
22944,2015,"Nuenen, Gerwen en Nederwetten",19635,9725,9905,,,,19.65,0.85,19.97,8590,,85.0,15.0,73.0,27.0,3510.0,1630.0,28.7,4.5,10690
22954,2015,Oirschot,10575,5220,5355,,,,19.57,0.79,20.51,4345,,83.0,17.0,75.0,25.0,3690.0,1550.0,25.2,4.3,5685
22969,2015,Oisterwijk,230,110,120,,,,19.34,0.76,20.5,90,,100.0,0.0,75.0,25.0,4370.0,2150.0,25.5,,150
23005,2015,Oosterhout,5275,2445,2830,,,,19.46,0.85,22.06,2975,,41.0,59.0,47.0,50.0,2650.0,1060.0,23.8,6.5,2570
23053,2015,Oss,5590,2605,2985,,,,20.12,0.87,21.45,3210,,36.0,64.0,40.0,58.0,2420.0,1080.0,22.6,9.1,2525
23180,2015,Rucphen,4650,2310,2335,,,,18.05,0.72,18.82,1945,,89.0,11.0,71.0,26.0,3850.0,1690.0,23.9,3.5,2610
23191,2015,Sint-Michielsgestel,10485,5220,5260,,,,19.78,0.8,20.08,4305,,86.0,14.0,69.0,28.0,3570.0,1680.0,26.7,4.3,5365
23214,2015,Someren,11720,5865,5850,,,,20.33,0.76,17.44,4960,,80.0,20.0,64.0,35.0,3440.0,1470.0,22.4,5.3,5985
23227,2015,Son en Breugel,11525,5685,5840,,,,21.23,0.91,23.16,4840,,85.0,15.0,73.0,27.0,3740.0,1770.0,29.3,3.9,6255
23235,2015,Steenbergen,12850,6420,6430,,,,17.0,0.61,17.54,5875,,83.0,17.0,63.0,36.0,3210.0,1400.0,24.5,5.5,6775
23253,2015,Waterland,9765,4775,4990,,,,17.45,0.64,16.94,4200,,83.0,17.0,64.0,36.0,3060.0,1450.0,26.8,3.9,4275
23276,2015,Uden,35685,17590,18090,,,,19.59,0.77,19.58,15520,,75.0,25.0,61.0,38.0,3400.0,1390.0,23.6,6.5,18950
23301,2015,Valkenswaard,20210,9920,10290,,,,20.75,0.85,18.4,9620,,69.0,31.0,58.0,41.0,3270.0,1450.0,24.4,6.2,10530
23321,2015,Veldhoven,27755,13740,14015,,,,19.61,0.86,22.26,12715,,75.0,25.0,63.0,36.0,3240.0,1420.0,25.0,5.1,14040
23338,2015,Vught,12520,6230,6290,,,,19.23,0.75,18.75,5335,,72.0,28.0,64.0,35.0,3510.0,1680.0,32.9,5.5,6005
23355,2015,Waalre,16865,8325,8540,,,,19.06,0.79,18.51,7270,,84.0,16.0,74.0,26.0,3520.0,1760.0,29.8,4.5,9070
23360,2015,Waalwijk,29220,14540,14675,,,,19.64,0.81,20.85,13180,,71.0,29.0,57.0,42.0,3120.0,1380.0,22.9,6.6,15705
23383,2015,Werkendam,11225,5580,5640,,,,18.38,0.72,20.12,4170,,86.0,14.0,61.0,38.0,3270.0,1410.0,21.8,4.9,5035
23415,2015,Woensdrecht,10650,5305,5345,,,,18.48,0.71,18.97,4570,,89.0,11.0,66.0,34.0,3370.0,1440.0,24.8,5.2,5560
23433,2015,Woudrichem,4605,2270,2335,,,,18.97,0.77,19.97,1905,,83.0,17.0,63.0,37.0,3350.0,1410.0,25.5,4.7,2335
23450,2015,Zundert,7890,3970,3920,,,,18.77,0.85,20.37,3580,,82.0,18.0,67.0,32.0,3130.0,1540.0,22.6,4.8,4160
23461,2015,Wormerland,13010,6460,6545,,,,17.94,0.64,16.17,5730,,73.0,27.0,59.0,40.0,2890.0,1290.0,24.6,5.3,5780
23475,2015,Onderbanken,7860,3935,3925,,,,18.2,0.81,14.72,3440,,90.0,10.0,72.0,27.0,3580.0,1730.0,22.8,6.4,4525
23480,2015,Landgraaf,15795,7760,8035,,,,18.71,0.94,17.77,7330,,75.0,25.0,61.0,38.0,3090.0,1420.0,23.1,8.1,8385
23507,2015,Beek,14395,6955,7440,,,,18.83,0.94,19.7,6610,,74.0,26.0,67.0,32.0,3230.0,1530.0,24.7,5.4,7905
23515,2015,Beesel,11090,5565,5525,,,,19.49,0.79,17.88,4750,,86.0,14.0,63.0,37.0,3330.0,1380.0,21.0,5.5,5215
23523,2015,Bergen (L.),255,135,120,,,,18.91,0.68,15.92,100,,96.0,4.0,95.0,5.0,4480.0,2040.0,24.2,2.0,195
23541,2015,Brunssum,7040,3460,3575,,,,18.64,0.95,18.29,3080,,78.0,22.0,61.0,36.0,3280.0,1370.0,22.4,8.1,3635
23580,2015,Gennep,2765,1375,1385,,,,18.86,0.68,16.31,1170,,98.0,2.0,78.0,22.0,3880.0,1820.0,25.3,4.2,1590
23596,2015,Heerlen,4140,2135,2000,,,,18.69,0.92,18.36,2085,,72.0,28.0,53.0,46.0,3030.0,1430.0,21.3,18.1,2085
23666,2015,Kerkrade,14720,7430,7285,,,,19.02,0.97,19.37,6985,,75.0,25.0,54.0,45.0,3010.0,1390.0,20.7,10.1,7640
23684,2015,Maastricht,18045,8540,9505,,,,20.15,1.2,23.82,12640,,20.0,80.0,21.0,71.0,2400.0,890.0,25.9,11.4,4890
23730,2015,Meerssen,7495,3685,3810,,,,18.58,0.96,18.08,3510,,77.0,23.0,58.0,42.0,3200.0,1530.0,25.1,7.2,3675
23744,2015,Mook en Middelaar,6580,3245,3335,,,,19.0,0.71,17.26,2905,,86.0,14.0,72.0,27.0,3490.0,1690.0,28.4,4.9,3705
23749,2015,Nederweert,8350,4150,4195,,,,22.6,0.86,20.52,3570,,83.0,17.0,62.0,36.0,3570.0,1490.0,22.9,4.5,4300
23766,2015,Nuth,6490,3170,3320,,,,18.66,0.94,18.45,3030,,71.0,29.0,59.0,41.0,3240.0,1500.0,22.9,7.5,3555
23779,2015,Roermond,9595,4680,4915,,,,19.14,0.85,19.02,5610,,34.0,66.0,43.0,56.0,2610.0,1230.0,28.5,9.1,4795
23814,2015,Schinnen,6395,3190,3200,,,,18.49,0.87,16.81,2765,,86.0,14.0,71.0,29.0,3550.0,1740.0,25.4,4.7,3710
23825,2015,Simpelveld,5535,2720,2815,,,,18.33,0.81,14.38,2600,,75.0,25.0,58.0,42.0,3040.0,1580.0,23.6,6.0,3220
23834,2015,Stein,10820,5345,5470,,,,18.89,0.96,20.76,5000,,80.0,20.0,67.0,32.0,3290.0,1500.0,23.2,5.3,5875
23847,2015,Vaals,2685,1350,1335,,,,17.77,0.76,11.8,1210,,87.0,13.0,63.0,35.0,3340.0,1780.0,23.4,6.4,1570
23857,2015,Venlo,4370,2170,2200,,,,20.46,0.92,22.22,2650,,26.0,74.0,37.0,61.0,2440.0,1230.0,25.6,12.4,1735
23985,2015,Venray,28290,14095,14195,,,,21.22,0.71,17.42,12460,,75.0,25.0,55.0,45.0,3190.0,1380.0,22.6,8.0,13295
23989,2015,Voerendaal,3045,1470,1575,,,,18.07,0.78,12.71,1325,,84.0,16.0,54.0,42.0,3300.0,1530.0,23.0,4.6,1510
24009,2015,Weert,6815,3440,3375,,,,18.98,0.79,14.81,2755,,91.0,9.0,77.0,23.0,3460.0,1490.0,23.7,6.9,3260
24054,2015,Valkenburg aan de Geul,7640,3725,3915,,,,18.15,0.85,14.99,3825,,52.0,48.0,46.0,50.0,2870.0,1410.0,24.5,10.0,3755
24086,2015,Lelystad,4550,2320,2230,,,,16.19,0.52,14.02,1945,,81.0,19.0,49.0,51.0,2990.0,1340.0,16.5,19.4,1515
24282,2015,Horst aan de Maas,545,280,265,,,,19.59,0.67,15.5,220,,100.0,0.0,84.0,16.0,3820.0,1710.0,22.9,1.8,300
24334,2015,Oude IJsselstreek,13255,6625,6630,,,,19.06,0.74,15.74,5545,,87.0,13.0,65.0,33.0,3180.0,1400.0,20.9,6.3,6445
24366,2015,Teylingen,15545,7700,7845,,,,18.14,0.75,19.87,6765,,70.0,30.0,61.0,39.0,3040.0,1260.0,27.4,4.2,7685
24377,2015,Utrechtse Heuvelrug,9845,4685,5155,,,,18.59,0.68,16.01,4370,,70.0,30.0,59.0,40.0,3290.0,1800.0,31.0,5.8,4900
24411,2015,Oost Gelre,12905,6485,6420,,,,18.63,0.68,14.72,5360,,83.0,17.0,69.0,30.0,3280.0,1540.0,22.6,3.8,6470
24451,2015,Koggenland,5600,2810,2790,,,,16.42,0.51,13.93,2260,,84.0,16.0,76.0,23.0,3350.0,1450.0,23.0,4.0,2780
24472,2015,Lansingerland,3300,1580,1720,,,,18.75,0.82,24.92,1400,,81.0,19.0,66.0,32.0,3150.0,1390.0,24.5,4.7,1610
24537,2015,Leudal,6485,3200,3285,,,,20.07,0.8,16.54,2845,,75.0,25.0,68.0,25.0,3420.0,1520.0,24.4,4.8,3525
24574,2015,Maasgouw,6975,3460,3510,,,,19.23,0.95,21.17,3130,,81.0,19.0,68.0,31.0,3320.0,1540.0,24.0,5.7,3810
24592,2015,Eemsmond,5505,2730,2770,2320.0,2330.0,410.0,13.77,0.31,8.54,2605,845.0,76.0,24.0,49.0,51.0,2610.0,1540.0,18.8,10.5,2425
24626,2015,Gemert-Bakel,16055,8000,8050,7265.0,6950.0,985.0,19.91,0.71,17.98,6760,2260.0,84.0,16.0,62.0,37.0,3420.0,1430.0,21.9,6.1,7955
24650,2015,Halderberge,6340,3145,3195,2450.0,3150.0,335.0,17.55,0.66,18.06,2625,1000.0,89.0,11.0,73.0,26.0,3410.0,1590.0,24.0,2.8,3565
24672,2015,Heeze-Leende,9700,4890,4805,3865.0,4715.0,560.0,19.24,0.74,16.41,4105,1490.0,91.0,9.0,73.0,26.0,3600.0,1700.0,27.5,4.0,5225
24684,2015,Laarbeek,10160,5115,5045,4450.0,4540.0,625.0,19.82,0.82,20.73,4285,1465.0,83.0,17.0,61.0,38.0,3330.0,1430.0,22.0,5.3,5155
24699,2015,De Marne,3225,1640,1580,1345.0,1420.0,245.0,13.74,0.31,8.75,1510,485.0,94.0,6.0,67.0,32.0,2780.0,1730.0,20.7,7.5,1720
24735,2015,Reusel-De Mierden,8465,4315,4150,3670.0,3945.0,395.0,20.37,0.82,17.05,3485,1210.0,88.0,12.0,77.0,22.0,3790.0,1560.0,22.1,3.6,4450
24746,2015,Roerdalen,3070,1510,1555,1210.0,1490.0,175.0,19.12,0.82,16.42,1300,470.0,95.0,5.0,84.0,16.0,3800.0,1820.0,23.3,4.1,1795
24775,2015,Roosendaal,5900,2945,2955,2715.0,2090.0,645.0,18.44,0.87,23.74,3435,1000.0,41.0,59.0,53.0,45.0,2500.0,1260.0,25.6,10.4,2850
24833,2015,Schouwen-Duiveland,11065,5365,5695,4350.0,4965.0,955.0,16.24,0.51,16.14,5180,1765.0,81.0,19.0,54.0,45.0,2840.0,1300.0,23.5,7.0,5295
24894,2015,Aa en Hunze,3555,1715,1840,1385.0,1675.0,230.0,14.54,0.36,9.6,1520,585.0,91.0,9.0,70.0,26.0,3400.0,1760.0,25.7,3.2,1910
24966,2015,Borger-Odoorn,4875,2340,2535,1810.0,2290.0,345.0,15.23,0.36,9.94,2240,865.0,83.0,17.0,63.0,37.0,3030.0,1680.0,22.5,7.3,2610
25040,2015,Cuijk,17225,8550,8670,7700.0,7245.0,1370.0,19.66,0.79,21.32,7615,2375.0,76.0,24.0,56.0,44.0,3040.0,1310.0,21.8,7.8,8350
25063,2015,Landerd,7030,3580,3445,3160.0,3145.0,350.0,19.78,0.75,19.76,2750,940.0,89.0,11.0,74.0,26.0,3870.0,1700.0,22.8,4.4,3795
25079,2015,De Wolden,6225,3035,3185,2530.0,2835.0,365.0,16.2,0.46,11.86,2555,900.0,80.0,20.0,66.0,29.0,3260.0,1730.0,23.0,4.4,3400
25131,2015,Noord-Beveland,1835,910,920,690.0,845.0,190.0,15.64,0.46,14.22,860,310.0,96.0,4.0,70.0,30.0,2910.0,1440.0,24.1,6.1,1040
25147,2015,Wijdemeren,1240,620,615,550.0,495.0,130.0,18.04,0.7,16.4,640,210.0,78.0,22.0,64.0,36.0,3110.0,1720.0,32.6,6.3,770
25167,2015,Noordenveld,17440,8535,8905,7005.0,8025.0,1215.0,14.69,0.36,9.75,7780,2775.0,84.0,16.0,66.0,33.0,2960.0,1620.0,22.8,6.0,8935
25212,2015,Twenterand,12860,6415,6445,5575.0,6000.0,590.0,17.45,0.52,13.01,4855,1495.0,83.0,17.0,64.0,33.0,3420.0,1560.0,20.6,5.1,6325
25249,2015,Westerveld,2735,1310,1425,975.0,1370.0,165.0,15.03,0.38,9.96,1210,465.0,93.0,7.0,69.0,30.0,3080.0,1720.0,22.9,6.5,1455
25318,2015,Sint Anthonis,4785,2435,2345,2005.0,2205.0,260.0,19.71,0.65,15.77,1990,735.0,87.0,13.0,70.0,26.0,3550.0,1660.0,24.3,4.0,2565
25334,2015,Lingewaard,20180,10050,10125,8700.0,9235.0,1180.0,19.18,0.72,16.99,8110,2750.0,87.0,13.0,74.0,25.0,3500.0,1530.0,24.0,4.5,10080
25360,2015,Cranendonck,9150,4550,4600,3845.0,4080.0,630.0,20.33,0.82,15.57,3970,1345.0,87.0,13.0,71.0,27.0,3500.0,1540.0,23.4,4.9,5095
25383,2015,Steenwijkerland,24565,12165,12395,10450.0,10775.0,1825.0,15.41,0.41,11.65,10880,3575.0,81.0,19.0,56.0,43.0,2820.0,1440.0,20.9,8.3,11550
25501,2015,Moerdijk,14120,6965,7155,5730.0,6380.0,1060.0,17.87,0.7,19.87,6175,2145.0,79.0,21.0,63.0,37.0,3160.0,1310.0,24.9,5.5,6930
25544,2015,Echt-Susteren,6035,2950,3080,2295.0,2790.0,495.0,19.0,0.91,17.76,2685,910.0,81.0,19.0,63.0,32.0,3320.0,1540.0,23.6,6.1,3165
25636,2015,Sluis,2395,1170,1220,915.0,1070.0,205.0,16.02,0.56,14.8,1150,390.0,84.0,16.0,61.0,34.0,2920.0,1540.0,22.9,7.8,1245
25675,2015,Drimmelen,12030,5955,6075,4795.0,5845.0,625.0,18.98,0.72,19.18,5090,1910.0,86.0,14.0,70.0,29.0,3390.0,1410.0,23.9,3.8,6190
25697,2015,Bernheze,1615,860,755,740.0,745.0,60.0,19.7,0.75,18.9,610,205.0,96.0,4.0,79.0,20.0,3930.0,1700.0,22.5,3.0,830
25772,2015,Ferwerderadiel,4175,2100,2070,1895.0,1765.0,225.0,13.76,0.3,8.76,1750,555.0,93.0,7.0,65.0,30.0,2620.0,1520.0,18.3,7.1,1950
25798,2015,Alphen-Chaam,4060,2090,1970,1720.0,1965.0,170.0,18.57,0.71,17.16,1620,610.0,92.0,8.0,77.0,22.0,3710.0,1690.0,23.8,5.0,2345
25811,2015,Bergeijk,10085,5080,5000,4175.0,4780.0,550.0,19.31,0.82,16.02,4155,1480.0,86.0,14.0,76.0,23.0,3600.0,1620.0,23.3,4.5,5405
